instance;best_makespan;opt_or_unsat_certified;time
j30t1_47_2.smt;70;yes;0,57
j30t1_47_3.smt;66;yes;2,66
j30t1_47_4.smt;63;yes;3,18
j30t1_47_5.smt;58;yes;2,90
j30t1_47_6.smt;68;yes;2,84
j30t1_47_7.smt;85;yes;1,31
j30t1_47_8.smt;61;yes;1,54
j30t1_47_9.smt;67;yes;1,50
j30t1_4_7.smt;66;yes;0,09
j30t1_48_10.smt;59;yes;0,46
j30t1_48_1.smt;89;yes;4,77
j30t1_48_2.smt;73;yes;3,84
j30t1_48_3.smt;53;yes;0,52
j30t1_48_4.smt;57;yes;0,00
j30t1_48_5.smt;88;yes;1,81
j30t1_48_6.smt;58;yes;0,00
j30t1_48_7.smt;66;yes;0,84
j30t1_48_8.smt;60;yes;0,67
j30t1_48_9.smt;82;yes;6,04
j30t1_4_8.smt;63;yes;0,06
j30t1_4_9.smt;48;yes;0,06
j30t1_5_10.smt;101;yes;1,31
j30t1_5_1.smt;61;yes;0,31
j30t1_5_2.smt;82;yes;0,52
j30t1_5_3.smt;87;yes;1,21
j30t1_5_4.smt;68;yes;2,36
j30t1_5_5.smt;96;yes;2,52
j30t1_5_6.smt;89;yes;1,17
j30t1_5_7.smt;90;yes;1,92
j30t1_5_8.smt;76;yes;1,01
j30t1_5_9.smt;57;yes;0,51
j30t1_6_10.smt;71;yes;0,48
j30t1_6_1.smt;72;yes;1,07
j30t1_6_2.smt;94;yes;0,46
j30t1_6_3.smt;53;yes;0,32
j30t1_6_4.smt;50;yes;0,84
j30t1_6_5.smt;90;yes;1,97
j30t1_6_6.smt;57;yes;0,73
j30t1_6_7.smt;53;yes;0,33
j30t1_6_8.smt;63;yes;0,91
j30t1_6_9.smt;61;yes;0,31
j30t1_7_10.smt;54;yes;0,51
j30t1_7_1.smt;56;yes;0,24
j30t1_7_2.smt;47;yes;0,10
j30t1_7_3.smt;59;yes;0,39
j30t1_7_4.smt;46;yes;0,22
j30t1_7_5.smt;53;yes;0,84
j30t1_7_6.smt;58;yes;0,30
j30t1_7_7.smt;59;yes;0,99
j30t1_7_8.smt;55;yes;0,15
j30t1_7_9.smt;67;yes;0,19
